GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Conclusions,Evaluation of mud filtrate invasion characteristic,Nível 1,Nível 3,0.519,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Evaluation of mud filtrate invasion characteristic,559,1118
SpanEdge,Tar detection in carbonates,Nível 3,Nível 4,0.5186,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,490,491
Green-energy powered sustainable computing,Tar detection in carbonates,Nível 4,Nível 4,0.5186,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,133,491
SpanEdge,Tar detection in carbonates,Nível 2,Nível 4,0.5186,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,490,491
SpanEdge,Tar detection in carbonates,Nível 1,Nível 4,0.5186,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,490,491
Green-energy powered sustainable computing,Tar detection in carbonates,Nível 3,Nível 4,0.5186,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,133,491
Green-energy powered sustainable computing,Tar detection in carbonates,Nível 2,Nível 4,0.5186,At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,133,491
Green-energy powered sustainable computing,Tar detection in carbonates,Nível 1,Nível 4,0.5186,Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,133,491
Introduction,Relaxation measurements,Nível 2,Nível 2,0.518,root > Introduction,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,1246,699
CORD,Permeability,Nível 3,Nível 3,0.518,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,590,552
Scenarios,Tar detection in carbonates,Nível 4,Nível 4,0.518,root > Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,471,491
Enhancing Energy Efficiency of Edge Computing Systems,Permeability,Nível 2,Nível 3,0.518,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,84,552
Introduction,Relaxation measurements,Nível 1,Nível 2,0.518,Introduction,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,1246,699
CORD,Permeability,Nível 2,Nível 3,0.518,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,590,552
Scenarios,Tar detection in carbonates,Nível 3,Nível 4,0.518,Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,471,491
CORD,Permeability,Nível 1,Nível 3,0.518,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,590,552
Scenarios,Tar detection in carbonates,Nível 2,Nível 4,0.518,Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,471,491
Scenarios,Tar detection in carbonates,Nível 1,Nível 4,0.518,Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,471,491
Enhancing Energy Efficiency of Edge Computing Systems,Permeability,Nível 1,Nível 3,0.518,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,84,552
SpanEdge,Diffusion measurements,Nível 3,Nível 2,0.5176,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Diffusion measurements,490,726
At the Middle Edge Server Layer,Capillary pressure,Nível 3,Nível 3,0.5176,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,90,429
Computation offloading to edge servers or cloud,Relaxation measurements,Nível 4,Nível 2,0.5176,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,367,699
Collaborated devices control and resource management,NMR applications in laboratory scale,Nível 4,Nível 2,0.5176,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Collaborated devices control and resource management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,487,664
Deep Learning Packages,NMR applications in laboratory scale,Nível 3,Nível 2,0.5176,root > Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,1025,664
Multi-domain Management and Cooperation,Future research directions,Nível 4,Nível 2,0.5176,root > Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,127,439
SpanEdge,Diffusion measurements,Nível 2,Nível 2,0.5176,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Diffusion measurements,490,726
SpanEdge,Diffusion measurements,Nível 1,Nível 2,0.5176,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Diffusion measurements,490,726
At the Middle Edge Server Layer,Capillary pressure,Nível 2,Nível 3,0.5176,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,90,429
Computation offloading to edge servers or cloud,Relaxation measurements,Nível 3,Nível 2,0.5176,Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,367,699
Collaborated devices control and resource management,NMR applications in laboratory scale,Nível 3,Nível 2,0.5176,Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Collaborated devices control and resource management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,487,664
At the Middle Edge Server Layer,Capillary pressure,Nível 1,Nível 3,0.5176,At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,90,429
Computation offloading to edge servers or cloud,Relaxation measurements,Nível 2,Nível 2,0.5176,At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,367,699
Collaborated devices control and resource management,NMR applications in laboratory scale,Nível 2,Nível 2,0.5176,At the Bottom Device Layer > Collaborated devices control and resource management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,487,664
Computation offloading to edge servers or cloud,Relaxation measurements,Nível 1,Nível 2,0.5176,Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,367,699
Collaborated devices control and resource management,NMR applications in laboratory scale,Nível 1,Nível 2,0.5176,Collaborated devices control and resource management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,487,664
Deep Learning Packages,NMR applications in laboratory scale,Nível 2,Nível 2,0.5176,Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,1025,664
Deep Learning Packages,NMR applications in laboratory scale,Nível 1,Nível 2,0.5176,Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,1025,664
Multi-domain Management and Cooperation,Future research directions,Nível 3,Nível 2,0.5176,Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,127,439
Multi-domain Management and Cooperation,Future research directions,Nível 2,Nível 2,0.5176,Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,127,439
Multi-domain Management and Cooperation,Future research directions,Nível 1,Nível 2,0.5176,Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,127,439
Cachier and Precog,Concluding remarks,Nível 3,Nível 2,0.517,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,649,564
At the Middle Edge Server Layer,Enhanced oil recovery applications,Nível 3,Nível 2,0.517,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,90,1519
Cachier and Precog,Concluding remarks,Nível 2,Nível 2,0.517,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,649,564
Cachier and Precog,Concluding remarks,Nível 1,Nível 2,0.517,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,649,564
At the Middle Edge Server Layer,Enhanced oil recovery applications,Nível 2,Nível 2,0.517,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,90,1519
At the Middle Edge Server Layer,Enhanced oil recovery applications,Nível 1,Nível 2,0.517,At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,90,1519
ParaDrop,Wettability,Nível 3,Nível 3,0.5166,root > Edge Computing Systems and Tools > ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,395,416
ParaDrop Developer Workflow,Future research directions,Nível 3,Nível 2,0.5166,root > ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,286,439
At the Top Cloud Layer,Enhanced oil recovery applications,Nível 3,Nível 2,0.5166,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,197,1519
At the Top Cloud Layer,Declaration,Nível 3,Nível 2,0.5166,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,197,147
Deep Learning Optimization at the Edge,NMR applications in field scale,Nível 2,Nível 2,0.5166,root > Deep Learning Optimization at the Edge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,137,464
ParaDrop,Wettability,Nível 2,Nível 3,0.5166,Edge Computing Systems and Tools > ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,395,416
ParaDrop,Wettability,Nível 1,Nível 3,0.5166,ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,395,416
ParaDrop Developer Workflow,Future research directions,Nível 2,Nível 2,0.5166,ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,286,439
ParaDrop Developer Workflow,Future research directions,Nível 1,Nível 2,0.5166,ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,286,439
At the Top Cloud Layer,Enhanced oil recovery applications,Nível 2,Nível 2,0.5166,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,197,1519
At the Top Cloud Layer,Declaration,Nível 2,Nível 2,0.5166,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,197,147
At the Top Cloud Layer,Enhanced oil recovery applications,Nível 1,Nível 2,0.5166,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,197,1519
At the Top Cloud Layer,Declaration,Nível 1,Nível 2,0.5166,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,197,147
Deep Learning Optimization at the Edge,NMR applications in field scale,Nível 1,Nível 2,0.5166,Deep Learning Optimization at the Edge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,137,464
Introduction,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.516,root > Introduction,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,1246,1620
CORD,Pore size distribution,Nível 3,Nível 3,0.516,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,590,792
At the Top Cloud Layer,Geosteering and well placement optimization,Nível 3,Nível 4,0.516,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,197,816
Hardware System,References,Nível 3,Nível 2,0.516,root > Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,31,8779
FPGA-based Hardware,Pore size distribution,Nível 4,Nível 3,0.516,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,251,792
Multi-domain Management and Cooperation,Design and improvements in LWD-NMR,Nível 4,Nível 3,0.516,root > Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,127,1620
Introduction,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.516,Introduction,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,1246,1620
CORD,Pore size distribution,Nível 2,Nível 3,0.516,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,590,792
CORD,Pore size distribution,Nível 1,Nível 3,0.516,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,590,792
At the Top Cloud Layer,Geosteering and well placement optimization,Nível 2,Nível 4,0.516,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,197,816
At the Top Cloud Layer,Geosteering and well placement optimization,Nível 1,Nível 4,0.516,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,197,816
Hardware System,References,Nível 2,Nível 2,0.516,Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,31,8779
FPGA-based Hardware,Pore size distribution,Nível 3,Nível 3,0.516,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,251,792
Hardware System,References,Nível 1,Nível 2,0.516,Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,31,8779
FPGA-based Hardware,Pore size distribution,Nível 2,Nível 3,0.516,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,251,792
FPGA-based Hardware,Pore size distribution,Nível 1,Nível 3,0.516,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,251,792
Multi-domain Management and Cooperation,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.516,Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,127,1620
Multi-domain Management and Cooperation,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.516,Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,127,1620
Multi-domain Management and Cooperation,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.516,Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,127,1620
Cloud-Sea Computing Systems,Unconventional rock characterization using different NMR techniques,Nível 3,Nível 3,0.5156,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,587,1950
Enhancing Energy Efficiency of Edge Computing Systems,Enhanced oil recovery applications,Nível 2,Nível 2,0.5156,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,84,1519
Systems and Toolkits,Declaration,Nível 3,Nível 2,0.5156,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,550,147
Deep Learning Packages,NMR applications in field scale,Nível 3,Nível 2,0.5156,root > Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,1025,464
Hardware System,Introduction,Nível 3,Nível 2,0.5156,root > Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,31,1614
Cloud-Sea Computing Systems,Unconventional rock characterization using different NMR techniques,Nível 2,Nível 3,0.5156,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,587,1950
Cloud-Sea Computing Systems,Unconventional rock characterization using different NMR techniques,Nível 1,Nível 3,0.5156,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,587,1950
Enhancing Energy Efficiency of Edge Computing Systems,Enhanced oil recovery applications,Nível 1,Nível 2,0.5156,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,84,1519
Systems and Toolkits,Declaration,Nível 2,Nível 2,0.5156,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,550,147
Deep Learning Packages,NMR applications in field scale,Nível 2,Nível 2,0.5156,Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,1025,464
Hardware System,Introduction,Nível 2,Nível 2,0.5156,Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,31,1614
Systems and Toolkits,Declaration,Nível 1,Nível 2,0.5156,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,550,147
Deep Learning Packages,NMR applications in field scale,Nível 1,Nível 2,0.5156,Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,1025,464
Hardware System,Introduction,Nível 1,Nível 2,0.5156,Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,31,1614
CORD,Tar detection in carbonates,Nível 3,Nível 4,0.515,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,590,491
Enhancing Energy Efficiency of Edge Computing Systems,Common misinterpretation in conventional rocks,Nível 2,Nível 3,0.515,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Common misinterpretation in conventional rocks,84,749
Enhancing Energy Efficiency of Edge Computing Systems,Geosteering and well placement optimization,Nível 2,Nível 4,0.515,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,84,816
At the Top Cloud Layer,NMR applications in field scale,Nível 3,Nível 2,0.515,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,197,464
FPGA-based Hardware,Concluding remarks,Nível 4,Nível 2,0.515,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,251,564
CORD,Tar detection in carbonates,Nível 2,Nível 4,0.515,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,590,491
CORD,Tar detection in carbonates,Nível 1,Nível 4,0.515,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,590,491
Enhancing Energy Efficiency of Edge Computing Systems,Common misinterpretation in conventional rocks,Nível 1,Nível 3,0.515,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Common misinterpretation in conventional rocks,84,749
Enhancing Energy Efficiency of Edge Computing Systems,Geosteering and well placement optimization,Nível 1,Nível 4,0.515,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,84,816
At the Top Cloud Layer,NMR applications in field scale,Nível 2,Nível 2,0.515,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,197,464
At the Top Cloud Layer,NMR applications in field scale,Nível 1,Nível 2,0.515,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,197,464
FPGA-based Hardware,Concluding remarks,Nível 3,Nível 2,0.515,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,251,564
FPGA-based Hardware,Concluding remarks,Nível 2,Nível 2,0.515,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,251,564
FPGA-based Hardware,Concluding remarks,Nível 1,Nível 2,0.515,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,251,564
Cloud-Sea Computing Systems,Porosity,Nível 3,Nível 3,0.5146,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Porosity,587,527
FocusStack,References,Nível 3,Nível 2,0.5146,root > Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,555,8779
Other Edge Computing Systems,Wettability,Nível 3,Nível 3,0.5146,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,831,416
