GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Quantization,2.8 Discrete Representations for Robustness,Nível 2,Nível 3,0.774,Efficient Transformer > Quantization,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,148,925
Compact Architecture Design,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.774,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,369,886
Pruning and Decomposition,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.774,Pruning and Decomposition,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,479,710
Quantization,2.8 Discrete Representations for Robustness,Nível 1,Nível 3,0.774,Quantization,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,148,925
Compact Architecture Design,2.4 Supervised and Self-Supervised Learning,Nível 1,Nível 3,0.774,Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,369,886
Backbone for Representation Learning,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 3,Nível 3,0.7734,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,195,783
Pure Transformer,2.10 Hierarchical Pooling Mechanisms,Nível 4,Nível 3,0.7734,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,1415,963
Segmentation,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.7734,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,512,755
High-level Video Processing,1.1 Historical Context and Development,Nível 4,Nível 3,0.7734,root > Vision Transformer > Video Processing > High-level Video Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,449,507
Pruning and Decomposition,3.7 Residual Attention Learning for Robustness,Nível 4,Nível 3,0.7734,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,479,744
Backbone for Representation Learning,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 2,Nível 3,0.7734,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,195,783
Pure Transformer,2.10 Hierarchical Pooling Mechanisms,Nível 3,Nível 3,0.7734,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,1415,963
Segmentation,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.7734,Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,512,755
High-level Video Processing,1.1 Historical Context and Development,Nível 3,Nível 3,0.7734,Vision Transformer > Video Processing > High-level Video Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,449,507
Pruning and Decomposition,3.7 Residual Attention Learning for Robustness,Nível 3,Nível 3,0.7734,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,479,744
Backbone for Representation Learning,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 1,Nível 3,0.7734,Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,195,783
Pure Transformer,2.10 Hierarchical Pooling Mechanisms,Nível 2,Nível 3,0.7734,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,1415,963
Pure Transformer,2.10 Hierarchical Pooling Mechanisms,Nível 1,Nível 3,0.7734,Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,1415,963
Segmentation,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.7734,High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,512,755
Segmentation,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.7734,Segmentation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,512,755
High-level Video Processing,1.1 Historical Context and Development,Nível 2,Nível 3,0.7734,Video Processing > High-level Video Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,449,507
High-level Video Processing,1.1 Historical Context and Development,Nível 1,Nível 3,0.7734,High-level Video Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,449,507
Pruning and Decomposition,3.7 Residual Attention Learning for Robustness,Nível 2,Nível 3,0.7734,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,479,744
Pruning and Decomposition,3.7 Residual Attention Learning for Robustness,Nível 1,Nível 3,0.7734,Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,479,744
High/Mid-level Vision,5.1 Image Classification,Nível 3,Nível 3,0.773,root > Vision Transformer > High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,31,574
Generic Object Detection,6.4 Future Research Directions,Nível 4,Nível 3,0.773,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,1866,870
Other Tasks,2.3 Patch-Based Mixing Models,Nível 4,Nível 3,0.773,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,795,677
Pruning and Decomposition,3.10 Explainable Visualization of Patch Interactions,Nível 4,Nível 3,0.773,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.10 Explainable Visualization of Patch Interactions,479,863
High/Mid-level Vision,5.1 Image Classification,Nível 2,Nível 3,0.773,Vision Transformer > High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,31,574
Generic Object Detection,6.4 Future Research Directions,Nível 3,Nível 3,0.773,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,1866,870
Other Tasks,2.3 Patch-Based Mixing Models,Nível 3,Nível 3,0.773,Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,795,677
Pruning and Decomposition,3.10 Explainable Visualization of Patch Interactions,Nível 3,Nível 3,0.773,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.10 Explainable Visualization of Patch Interactions,479,863
High/Mid-level Vision,5.1 Image Classification,Nível 1,Nível 3,0.773,High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,31,574
Generic Object Detection,6.4 Future Research Directions,Nível 2,Nível 3,0.773,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,1866,870
Other Tasks,2.3 Patch-Based Mixing Models,Nível 2,Nível 3,0.773,High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,795,677
Generic Object Detection,6.4 Future Research Directions,Nível 1,Nível 3,0.773,Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,1866,870
Other Tasks,2.3 Patch-Based Mixing Models,Nível 1,Nível 3,0.773,Other Tasks,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,795,677
Pruning and Decomposition,3.10 Explainable Visualization of Patch Interactions,Nível 2,Nível 3,0.773,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.10 Explainable Visualization of Patch Interactions,479,863
Pruning and Decomposition,3.10 Explainable Visualization of Patch Interactions,Nível 1,Nível 3,0.773,Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.10 Explainable Visualization of Patch Interactions,479,863
Transformer with Convolution,4.2 Autoencoder-Based Learning Solutions,Nível 4,Nível 3,0.7725,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,425,790
Discussions,5.4 Video Understanding,Nível 4,Nível 3,0.7725,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,117,694
Generic Object Detection,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 4,Nível 3,0.7725,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,1866,705
Discussions,3.7 Residual Attention Learning for Robustness,Nível 4,Nível 3,0.7725,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,197,744
Transformer with Convolution,4.2 Autoencoder-Based Learning Solutions,Nível 3,Nível 3,0.7725,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,425,790
Discussions,5.4 Video Understanding,Nível 3,Nível 3,0.7725,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,117,694
Generic Object Detection,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 3,Nível 3,0.7725,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,1866,705
Discussions,3.7 Residual Attention Learning for Robustness,Nível 3,Nível 3,0.7725,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,197,744
Transformer with Convolution,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.7725,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,425,790
Discussions,5.4 Video Understanding,Nível 2,Nível 3,0.7725,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,117,694
Transformer with Convolution,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.7725,Transformer with Convolution,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,425,790
Discussions,5.4 Video Understanding,Nível 1,Nível 3,0.7725,Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,117,694
Generic Object Detection,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 2,Nível 3,0.7725,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,1866,705
Discussions,3.7 Residual Attention Learning for Robustness,Nível 2,Nível 3,0.7725,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,197,744
Generic Object Detection,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 1,Nível 3,0.7725,Generic Object Detection,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,1866,705
Discussions,3.7 Residual Attention Learning for Robustness,Nível 1,Nível 3,0.7725,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,197,744
Formulation of Transformer,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.772,root > Formulation of Transformer,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,105,790
Image Processing,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.772,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,688,755
Future Prospects,Visual Reasoning,Nível 3,Nível 3,0.772,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Reasoning,2535,204
Formulation of Transformer,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.772,Formulation of Transformer,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,105,790
Image Processing,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.772,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,688,755
Image Processing,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.772,Low-level Vision > Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,688,755
Image Processing,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.772,Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,688,755
Future Prospects,Visual Reasoning,Nível 2,Nível 3,0.772,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Reasoning,2535,204
Future Prospects,Visual Reasoning,Nível 1,Nível 3,0.772,Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Reasoning,2535,204
Discussions,The X-Pruner Framework,Nível 4,Nível 3,0.7715,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > The X-Pruner Framework,197,268
Future Prospects,4.2 Autoencoder-Based Learning Solutions,Nível 3,Nível 3,0.7715,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,2535,790
Discussions,The X-Pruner Framework,Nível 3,Nível 3,0.7715,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > The X-Pruner Framework,197,268
Discussions,The X-Pruner Framework,Nível 2,Nível 3,0.7715,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > The X-Pruner Framework,197,268
Discussions,The X-Pruner Framework,Nível 1,Nível 3,0.7715,Discussions,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > The X-Pruner Framework,197,268
Future Prospects,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.7715,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,2535,790
Future Prospects,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.7715,Future Prospects,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,2535,790
Pure Transformer,2.1 Global Aggregation in ViTs,Nível 4,Nível 3,0.771,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,1415,514
Discussions,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 4,Nível 3,0.771,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,117,783
Generic Object Detection,6.2 Computational Costs,Nível 4,Nível 3,0.771,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1866,691
Low-level Vision,5.6 Multi-Modal and Cross-Modal Tasks,Nível 3,Nível 3,0.771,root > Vision Transformer > Low-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,62,72
Low-level Vision,References,Nível 3,Nível 2,0.771,root > Vision Transformer > Low-level Vision,A Survey on Visual Transformers > References,62,642
Multi-Modal Tasks,4.2 Autoencoder-Based Learning Solutions,Nível 3,Nível 3,0.771,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,717,790
Compact Architecture Design,4.2 Autoencoder-Based Learning Solutions,Nível 4,Nível 3,0.771,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,369,790
Pure Transformer,2.1 Global Aggregation in ViTs,Nível 3,Nível 3,0.771,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,1415,514
Discussions,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 3,Nível 3,0.771,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,117,783
Generic Object Detection,6.2 Computational Costs,Nível 3,Nível 3,0.771,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1866,691
Low-level Vision,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.771,Vision Transformer > Low-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,62,72
Low-level Vision,References,Nível 2,Nível 2,0.771,Vision Transformer > Low-level Vision,A Survey on Visual Transformers > References,62,642
Multi-Modal Tasks,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.771,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,717,790
Compact Architecture Design,4.2 Autoencoder-Based Learning Solutions,Nível 3,Nível 3,0.771,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,369,790
Pure Transformer,2.1 Global Aggregation in ViTs,Nível 2,Nível 3,0.771,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,1415,514
Discussions,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 2,Nível 3,0.771,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,117,783
Pure Transformer,2.1 Global Aggregation in ViTs,Nível 1,Nível 3,0.771,Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,1415,514
Discussions,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 1,Nível 3,0.771,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,117,783
Generic Object Detection,6.2 Computational Costs,Nível 2,Nível 3,0.771,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1866,691
Generic Object Detection,6.2 Computational Costs,Nível 1,Nível 3,0.771,Generic Object Detection,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1866,691
Low-level Vision,5.6 Multi-Modal and Cross-Modal Tasks,Nível 1,Nível 3,0.771,Low-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,62,72
Low-level Vision,References,Nível 1,Nível 2,0.771,Low-level Vision,A Survey on Visual Transformers > References,62,642
Multi-Modal Tasks,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.771,Multi-Modal Tasks,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,717,790
Compact Architecture Design,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.771,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,369,790
Compact Architecture Design,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.771,Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,369,790
Segmentation,6.4 Future Research Directions,Nível 4,Nível 3,0.7705,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,512,870
Pruning and Decomposition,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 4,Nível 3,0.7705,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,479,705
Compact Architecture Design,Principles of Pruning-Based Metrics,Nível 4,Nível 3,0.7705,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Principles of Pruning-Based Metrics,369,176
Segmentation,6.4 Future Research Directions,Nível 3,Nível 3,0.7705,Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,512,870
Pruning and Decomposition,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 3,Nível 3,0.7705,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,479,705
Compact Architecture Design,Principles of Pruning-Based Metrics,Nível 3,Nível 3,0.7705,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Principles of Pruning-Based Metrics,369,176
Segmentation,6.4 Future Research Directions,Nível 2,Nível 3,0.7705,High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,512,870
Segmentation,6.4 Future Research Directions,Nível 1,Nível 3,0.7705,Segmentation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,512,870
Pruning and Decomposition,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 2,Nível 3,0.7705,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,479,705
Compact Architecture Design,Principles of Pruning-Based Metrics,Nível 2,Nível 3,0.7705,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Principles of Pruning-Based Metrics,369,176
Pruning and Decomposition,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 1,Nível 3,0.7705,Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,479,705
Compact Architecture Design,Principles of Pruning-Based Metrics,Nível 1,Nível 3,0.7705,Compact Architecture Design,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > Principles of Pruning-Based Metrics,369,176
Self-supervised Representation Learning,5.5 Low-Level Vision Tasks,Nível 4,Nível 3,0.77,root > Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,982,1226
Pruning and Decomposition,Versatility and Limitations,Nível 4,Nível 3,0.77,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,479,180
Self-supervised Representation Learning,5.5 Low-Level Vision Tasks,Nível 3,Nível 3,0.77,Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,982,1226
Pruning and Decomposition,Versatility and Limitations,Nível 3,Nível 3,0.77,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,479,180
Self-supervised Representation Learning,5.5 Low-Level Vision Tasks,Nível 2,Nível 3,0.77,Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,982,1226
Self-supervised Representation Learning,5.5 Low-Level Vision Tasks,Nível 1,Nível 3,0.77,Self-supervised Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,982,1226
Pruning and Decomposition,Versatility and Limitations,Nível 2,Nível 3,0.77,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,479,180
Pruning and Decomposition,Versatility and Limitations,Nível 1,Nível 3,0.77,Pruning and Decomposition,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,479,180
Transformer with Convolution,Visual Question Answering (VQA),Nível 4,Nível 3,0.7695,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Question Answering (VQA),425,175
Segmentation,1.1 Historical Context and Development,Nível 4,Nível 3,0.7695,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,512,507
Other Tasks,2.7 Global Dependencies with GrafT,Nível 4,Nível 3,0.7695,root > Vision Transformer > High/Mid-level Vision > Other Tasks,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,795,591
Image Processing,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 4,Nível 3,0.7695,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,688,705
