GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Compact Architecture Design,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.8223,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,369,580
Conclusions and Discussions,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.8223,root > Conclusions and Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,104,710
Future Prospects,2.5 Mobile Deployment Strategies,Nível 3,Nível 3,0.8223,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,2535,862
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 3,Nível 3,0.8223,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,117,886
Compact Architecture Design,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.8223,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,369,580
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.8223,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,117,886
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 1,Nível 3,0.8223,Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,117,886
Compact Architecture Design,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.8223,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,369,580
Compact Architecture Design,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.8223,Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,369,580
Conclusions and Discussions,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.8223,Conclusions and Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,104,710
Future Prospects,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.8223,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,2535,862
Future Prospects,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.8223,Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,2535,862
Discussions,3.3 Influence of Different Supervision Paradigms,Nível 4,Nível 3,0.822,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,117,833
Discussions,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.822,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,117,833
Discussions,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.822,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,117,833
Discussions,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.822,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,117,833
Backbone for Representation Learning,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.822,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,195,833
Transformer with Convolution,2.3 Patch-Based Mixing Models,Nível 4,Nível 3,0.822,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,425,677
Multi-Modal Tasks,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.822,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,717,580
Future Prospects,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.822,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,2535,833
Backbone for Representation Learning,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.822,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,195,833
Transformer with Convolution,2.3 Patch-Based Mixing Models,Nível 3,Nível 3,0.822,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,425,677
Multi-Modal Tasks,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.822,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,717,580
Backbone for Representation Learning,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.822,Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,195,833
Transformer with Convolution,2.3 Patch-Based Mixing Models,Nível 2,Nível 3,0.822,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,425,677
Transformer with Convolution,2.3 Patch-Based Mixing Models,Nível 1,Nível 3,0.822,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.3 Patch-Based Mixing Models,425,677
Multi-Modal Tasks,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.822,Multi-Modal Tasks,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,717,580
Future Prospects,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.822,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,2535,833
Future Prospects,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.822,Future Prospects,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,2535,833
Pruning and Decomposition,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.821,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,479,580
Pruning and Decomposition,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.821,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,479,580
Pruning and Decomposition,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.821,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,479,580
Pruning and Decomposition,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.821,Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,479,580
Pruning and Decomposition,3.8 Visual Analytics for Attention Head Importance,Nível 4,Nível 3,0.82,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.8 Visual Analytics for Attention Head Importance,479,917
Pruning and Decomposition,3.8 Visual Analytics for Attention Head Importance,Nível 3,Nível 3,0.82,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.8 Visual Analytics for Attention Head Importance,479,917
Pruning and Decomposition,3.8 Visual Analytics for Attention Head Importance,Nível 2,Nível 3,0.82,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.8 Visual Analytics for Attention Head Importance,479,917
Pruning and Decomposition,3.8 Visual Analytics for Attention Head Importance,Nível 1,Nível 3,0.82,Pruning and Decomposition,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.8 Visual Analytics for Attention Head Importance,479,917
Backbone for Representation Learning,5.4 Video Understanding,Nível 3,Nível 3,0.82,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,195,694
High/Mid-level Vision,5.2 Object Detection,Nível 3,Nível 3,0.82,root > Vision Transformer > High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,31,810
Discussions,6.3 Data Requirements,Nível 4,Nível 3,0.82,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,197,704
Image Generation,5.1 Image Classification,Nível 4,Nível 3,0.82,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,669,574
Backbone for Representation Learning,5.4 Video Understanding,Nível 2,Nível 3,0.82,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,195,694
High/Mid-level Vision,5.2 Object Detection,Nível 2,Nível 3,0.82,Vision Transformer > High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,31,810
Discussions,6.3 Data Requirements,Nível 3,Nível 3,0.82,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,197,704
Image Generation,5.1 Image Classification,Nível 3,Nível 3,0.82,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,669,574
Backbone for Representation Learning,5.4 Video Understanding,Nível 1,Nível 3,0.82,Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,195,694
High/Mid-level Vision,5.2 Object Detection,Nível 1,Nível 3,0.82,High/Mid-level Vision,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,31,810
Discussions,6.3 Data Requirements,Nível 2,Nível 3,0.82,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,197,704
Discussions,6.3 Data Requirements,Nível 1,Nível 3,0.82,Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,197,704
Image Generation,5.1 Image Classification,Nível 2,Nível 3,0.82,Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,669,574
Image Generation,5.1 Image Classification,Nível 1,Nível 3,0.82,Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,669,574
Transformer with Convolution,2.6 Token Pruning and Merging Techniques,Nível 4,Nível 3,0.8193,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.6 Token Pruning and Merging Techniques,425,595
Discussions,6.1 Interpretability Issues,Nível 4,Nível 3,0.8193,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,197,652
Transformer with Convolution,2.6 Token Pruning and Merging Techniques,Nível 3,Nível 3,0.8193,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.6 Token Pruning and Merging Techniques,425,595
Discussions,6.1 Interpretability Issues,Nível 3,Nível 3,0.8193,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,197,652
Transformer with Convolution,2.6 Token Pruning and Merging Techniques,Nível 2,Nível 3,0.8193,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.6 Token Pruning and Merging Techniques,425,595
Transformer with Convolution,2.6 Token Pruning and Merging Techniques,Nível 1,Nível 3,0.8193,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.6 Token Pruning and Merging Techniques,425,595
Discussions,6.1 Interpretability Issues,Nível 2,Nível 3,0.8193,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,197,652
Discussions,6.1 Interpretability Issues,Nível 1,Nível 3,0.8193,Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,197,652
Introduction,1.1 Historical Context and Development,Nível 2,Nível 3,0.819,root > Introduction,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,1345,507
Multi-Modal Tasks,5.1 Image Classification,Nível 3,Nível 3,0.819,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,717,574
Challenges,2.7 Global Dependencies with GrafT,Nível 3,Nível 3,0.819,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,396,591
Introduction,1.1 Historical Context and Development,Nível 1,Nível 3,0.819,Introduction,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,1345,507
Multi-Modal Tasks,5.1 Image Classification,Nível 2,Nível 3,0.819,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,717,574
Multi-Modal Tasks,5.1 Image Classification,Nível 1,Nível 3,0.819,Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,717,574
Challenges,2.7 Global Dependencies with GrafT,Nível 2,Nível 3,0.819,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,396,591
Challenges,2.7 Global Dependencies with GrafT,Nível 1,Nível 3,0.819,Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,396,591
Image Generation,6.3 Data Requirements,Nível 4,Nível 3,0.818,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,669,704
Image Generation,6.3 Data Requirements,Nível 3,Nível 3,0.818,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,669,704
Image Generation,6.3 Data Requirements,Nível 2,Nível 3,0.818,Low-level Vision > Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,669,704
Image Generation,6.3 Data Requirements,Nível 1,Nível 3,0.818,Image Generation,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,669,704
Vision Transformer,6.2 Computational Costs,Nível 2,Nível 3,0.8174,root > Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,54,691
Backbone for Representation Learning,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 3,Nível 3,0.8174,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,195,705
Vision Transformer,6.2 Computational Costs,Nível 1,Nível 3,0.8174,Vision Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,54,691
Backbone for Representation Learning,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 2,Nível 3,0.8174,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,195,705
Backbone for Representation Learning,1.3 Comparison with Traditional Convolutional Neural Networks,Nível 1,Nível 3,0.8174,Backbone for Representation Learning,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.3 Comparison with Traditional Convolutional Neural Networks,195,705
Image Generation,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.817,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,669,755
Image Generation,5.3 Image Segmentation,Nível 4,Nível 3,0.817,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,669,733
Future Prospects,1.4 Inductive Biases and Data Requirements,Nível 3,Nível 3,0.817,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,2535,931
Image Generation,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.817,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,669,755
Image Generation,5.3 Image Segmentation,Nível 3,Nível 3,0.817,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,669,733
Image Generation,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.817,Low-level Vision > Image Generation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,669,755
Image Generation,5.3 Image Segmentation,Nível 2,Nível 3,0.817,Low-level Vision > Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,669,733
Image Generation,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.817,Image Generation,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,669,755
Image Generation,5.3 Image Segmentation,Nível 1,Nível 3,0.817,Image Generation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,669,733
Future Prospects,1.4 Inductive Biases and Data Requirements,Nível 2,Nível 3,0.817,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,2535,931
Future Prospects,1.4 Inductive Biases and Data Requirements,Nível 1,Nível 3,0.817,Future Prospects,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,2535,931
Discussions,6.3 Data Requirements,Nível 4,Nível 3,0.8164,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,117,704
Discussions,6.3 Data Requirements,Nível 3,Nível 3,0.8164,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,117,704
Discussions,6.3 Data Requirements,Nível 2,Nível 3,0.8164,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,117,704
Discussions,6.3 Data Requirements,Nível 1,Nível 3,0.8164,Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.3 Data Requirements,117,704
Discussions,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.816,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,117,710
Discussions,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.816,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,117,710
Discussions,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.816,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,117,710
Discussions,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.816,Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,117,710
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 4,Nível 3,0.8154,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,197,793
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 3,Nível 3,0.8154,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,197,793
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 2,Nível 3,0.8154,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,197,793
Discussions,3.1 Understanding Self-Attention Mechanisms in ViTs,Nível 1,Nível 3,0.8154,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.1 Understanding Self-Attention Mechanisms in ViTs,197,793
Vision Transformer,5.3 Image Segmentation,Nível 2,Nível 3,0.815,root > Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,54,733
Backbone for Representation Learning,2.5 Mobile Deployment Strategies,Nível 3,Nível 3,0.815,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,195,862
Pure Transformer,3.3 Influence of Different Supervision Paradigms,Nível 4,Nível 3,0.815,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,1415,833
Conclusions and Discussions,Versatility and Limitations,Nível 2,Nível 3,0.815,root > Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,104,180
Future Prospects,5.6 Multi-Modal and Cross-Modal Tasks,Nível 3,Nível 3,0.815,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,2535,72
Vision Transformer,5.3 Image Segmentation,Nível 1,Nível 3,0.815,Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,54,733
Backbone for Representation Learning,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.815,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,195,862
Pure Transformer,3.3 Influence of Different Supervision Paradigms,Nível 3,Nível 3,0.815,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,1415,833
Backbone for Representation Learning,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.815,Backbone for Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,195,862
Pure Transformer,3.3 Influence of Different Supervision Paradigms,Nível 2,Nível 3,0.815,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,1415,833
Pure Transformer,3.3 Influence of Different Supervision Paradigms,Nível 1,Nível 3,0.815,Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.3 Influence of Different Supervision Paradigms,1415,833
Conclusions and Discussions,Versatility and Limitations,Nível 1,Nível 3,0.815,Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,104,180
Future Prospects,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.815,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,2535,72
Future Prospects,5.6 Multi-Modal and Cross-Modal Tasks,Nível 1,Nível 3,0.815,Future Prospects,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,2535,72
Introduction,5.1 Image Classification,Nível 2,Nível 3,0.8145,root > Introduction,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1345,574
Introduction,5.1 Image Classification,Nível 1,Nível 3,0.8145,Introduction,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1345,574
Challenges,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 3,Nível 3,0.814,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,396,768
Challenges,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.814,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,396,768
Challenges,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.814,Challenges,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,396,768
Backbone for Representation Learning,3.9 Principle of Diversity and Redundancy Reduction,Nível 3,Nível 3,0.8135,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,195,899
Segmentation,5.2 Object Detection,Nível 4,Nível 3,0.8135,root > Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,512,810
Discussions,6.4 Future Research Directions,Nível 4,Nível 3,0.8135,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,197,870
Image Processing,5.5 Low-Level Vision Tasks,Nível 4,Nível 3,0.8135,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,688,1226
Future Prospects,2.6 Token Pruning and Merging Techniques,Nível 3,Nível 3,0.8135,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.6 Token Pruning and Merging Techniques,2535,595
Backbone for Representation Learning,3.9 Principle of Diversity and Redundancy Reduction,Nível 2,Nível 3,0.8135,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.9 Principle of Diversity and Redundancy Reduction,195,899
Segmentation,5.2 Object Detection,Nível 3,Nível 3,0.8135,Vision Transformer > High/Mid-level Vision > Segmentation,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,512,810
